"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","?","%","23","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","16","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","?","%","33","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","5","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","?","%","16","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.3","%","6156","0.458983226","14.23412607","16.39318317"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","9.0","%","144","2.389468866","3.418729627","14.65879117"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","14.7","%","67","4.325075168","4.519073468","24.86422706"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","5.3","%","65","2.77428741","0","11.8069352"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","16.4","%","581","1.535465424","12.77009359","19.99292294"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","28","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","11","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","18.5","%","356","2.057102038","13.64144998","23.31805797"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","11.2","%","133","2.73631549","4.780519137","17.6521472"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","19.1","%","53","5.395091342","6.37002056","31.74853023"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","13.5","%","468","1.581853933","9.82483036","17.26587126"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","29","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","5.7","%","57","3.083229976","0","13.0008756"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","15.2","%","365","1.881343932","10.81736153","19.66720339"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","20.7","%","425","1.963820034","16.03915223","25.27696167"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","2.0","%","60","1.815148051","0","6.286791293"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","25.3","%","224","2.90640398","18.5099138","32.18163812"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","?","%","42","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","27.9","%","82","4.955523821","16.29220991","39.60299396"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","16.8","%","802","1.321696174","13.74017729","19.95743609"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","8.3","%","51","3.861892779","0","17.37735697"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","18.0","%","75","4.440580667","7.601204506","28.48969596"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","29","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","17.9","%","647","1.507955522","14.37888475","21.47230752"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","18.3","%","562","1.631230561","14.46844372","22.14175228"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","19.8","%","179","2.978979951","12.80243978","26.81556147"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","25.1","%","116","4.025908117","15.63368665","34.57155844"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","14.0","%","79","3.905045776","4.825072797","23.19440813"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","18.1","%","129","3.392791849","10.15989169","26.11958455"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","29","?","?","?"
